QuoteID,Date,PartDescription,Material,Process,Quantity,LeadTimeWeeks,RushJob,Estimator,TotalPrice_USD
Q-1220,2024-02-18,Electronic Chassis - EMI shielded,Aluminum 7075,CNC Turning,20,5,No,Suzuki-san,2236.49
Q-1221,2024-01-14,Sensor Housing - threaded,Aluminum 6061,3-Axis Milling,20,2,No,Suzuki-san,2967.01
Q-1222,2023-05-13,Manifold Block - complex internal channels,Stainless Steel 17-4 PH,CNC Turning,10,2,No,Sato-san,3788.35
Q-1223,2024-01-20,Fuel Injector Nozzle - high precision,,,100,12,Yes,Suzuki-san,115093.74
Q-1224,2023-02-08,Fuel Injector Nozzle - high precision,Titanium Grade 5,5-Axis Milling,5,9,No,Tanaka-san,7328.96
Q-1225,2023-02-25,Fuel Injector Nozzle - high precision,Inconel 718,CNC Turning,20,10,No,Suzuki-san,11487.08
Q-1226,2024-02-27,Sensor Housing - threaded,Stainless Steel 17-4 PH,Surface Grinding,1,11,No,Tanaka-san,187.71
Q-1227,2023-08-08,Landing Gear Pin - hardened,Inconel 718,CNC Turning,5,12,No,Suzuki-san,1499.87
Q-1228,2023-03-08,Structural Rib - aerospace grade,Inconel 718,5-Axis Milling,100,3,No,Suzuki-san,37025.69
Q-1229,2023-09-24,Structural Rib - aerospace grade,Titanium Grade 5,Surface Grinding,50,3,No,Sato-san,5911.37
Q-1230,2023-03-04,Turbine Blade Housing - thin walls,Aluminum 7075,CNC Turning,100,7,No,Suzuki-san,25697.76
Q-1231,2024-02-11,Landing Gear Pin - hardened,Aluminum 6061,Wire EDM,20,6,No,Tanaka-san,6297.88
Q-1232,2023-06-11,Sensor Housing - threaded,Stainless Steel 17-4 PH,Surface Grinding,100,12,No,Sato-san,8605.64
Q-1233,2023-12-28,Fuel Injector Nozzle - high precision,Titanium Grade 5,5-Axis Milling,5,8,No,Tanaka-san,6967.18
Q-1234,2024-01-10,Electronic Chassis - EMI shielded,Stainless Steel 17-4 PH,Wire EDM,5,3,No,Sato-san,1537.87
Q-1235,2023-12-20,Turbine Blade Housing - thin walls,Aluminum 7075,3-Axis Milling,5,11,No,Tanaka-san,2867.97
Q-1236,2024-02-06,Turbine Blade Housing - thin walls,Aluminum 7075,CNC Turning,1,10,Yes,Suzuki-san,599.93
Q-1237,2023-07-27,Turbine Blade Housing - thin walls,Inconel 718,Surface Grinding,20,10,No,Sato-san,8797.71
Q-1238,2023-07-16,Actuator Linkage,Stainless Steel 17-4 PH,Surface Grinding,100,11,No,Tanaka-san,10689.82
Q-1239,2023-04-30,Heat Sink - high fin density,Aluminum 6061,Wire EDM,50,11,No,Suzuki-san,12391.66
Q-1240,2023-10-27,Mounting Bracket - standard,,Surface Grinding,5,12,Yes,Sato-san,1001.63
Q-1241,2024-02-28,Structural Rib - aerospace grade,Stainless Steel 17-4 PH,5-Axis Milling,5,10,No,Sato-san,1855.48
Q-1242,2023-10-22,Manifold Block - complex internal channels,Aluminum 7075,Wire EDM,20,3,No,Suzuki-san,13262.94
Q-1243,2023-11-23,Turbine Blade Housing - thin walls,Stainless Steel 17-4 PH,CNC Turning,1,6,No,Tanaka-san,723.34
Q-1244,2023-09-17,Fuel Injector Nozzle - high precision,Aluminum 6061,Surface Grinding,50,4,No,Suzuki-san,7954.99
Q-1245,2023-01-11,Electronic Chassis - EMI shielded,Aluminum 6061,Surface Grinding,20,6,Yes,Suzuki-san,1932.35
Q-1246,2023-06-11,Turbine Blade Housing - thin walls,Aluminum 6061,Surface Grinding,10,2,No,Sato-san,2065.12
Q-1247,2023-09-01,Fuel Injector Nozzle - high precision,Inconel 718,3-Axis Milling,1,5,No,Tanaka-san,1119.17
Q-1248,2024-01-27,Manifold Block - complex internal channels,Stainless Steel 17-4 PH,5-Axis Milling,1,6,No,Tanaka-san,1643.15
Q-1249,2023-02-25,Sensor Housing - threaded,Stainless Steel 17-4 PH,5-Axis Milling,50,11,No,Suzuki-san,16561.34
Q-1250,2024-03-22,Sensor Housing - threaded,Aluminum 6061,3-Axis Milling,100,12,No,Tanaka-san,11536.39
Q-1251,2023-08-01,Mounting Bracket - standard,Stainless Steel 17-4 PH,Surface Grinding,50,3,No,Sato-san,3446.45
Q-1252,2023-03-04,Heat Sink - high fin density,Stainless Steel 17-4 PH,5-Axis Milling,20,2,No,Tanaka-san,8293.28
Q-1253,2023-03-06,Structural Rib - aerospace grade,Aluminum 6061,Wire EDM,5,5,No,Suzuki-san,1774.05
Q-1254,2023-10-21,Heat Sink - high fin density,Aluminum 7075,,5,7,No,Sato-san,888.88
Q-1255,2023-12-17,Actuator Linkage,Aluminum 7075,Surface Grinding,5,12,No,Tanaka-san,694.12
Q-1256,2024-03-02,Fuel Injector Nozzle - high precision,Inconel 718,CNC Turning,10,4,No,Sato-san,5912.18
Q-1257,2023-07-09,Landing Gear Pin - hardened,Aluminum 6061,5-Axis Milling,1,5,Yes,Tanaka-san,797.07
Q-1258,2023-10-01,Structural Rib - aerospace grade,Aluminum 7075,5-Axis Milling,100,8,No,Sato-san,22523.55
Q-1259,2024-01-08,Actuator Linkage,Aluminum 6061,3-Axis Milling,1,11,No,Tanaka-san,248.05
Q-1260,2023-04-10,Mounting Bracket - standard,Aluminum 7075,CNC Turning,100,6,No,Tanaka-san,8449.99
Q-1261,2023-05-05,Actuator Linkage,Aluminum 7075,Surface Grinding,100,12,Yes,Suzuki-san,9907.87
Q-1262,2023-09-24,Landing Gear Pin - hardened,Aluminum 7075,Wire EDM,100,11,No,Sato-san,18555.41
Q-1263,2023-10-19,Heat Sink - high fin density,Titanium Grade 5,CNC Turning,100,10,No,Tanaka-san,16034.84
Q-1264,2023-12-09,Heat Sink - high fin density,Inconel 718,,50,2,No,Tanaka-san,19272.55
Q-1265,2023-04-28,Mounting Bracket - standard,Aluminum 7075,5-Axis Milling,1,4,No,Suzuki-san,424.01
Q-1266,2023-02-15,Turbine Blade Housing - thin walls,Titanium Grade 5,3-Axis Milling,20,6,Yes,Sato-san,12071.76
Q-1267,2023-07-07,Structural Rib - aerospace grade,Aluminum 7075,Wire EDM,5,10,No,Suzuki-san,1736.67
Q-1268,2023-09-01,Fuel Injector Nozzle - high precision,Aluminum 7075,Wire EDM,10,6,No,Sato-san,7291.77
Q-1269,2023-12-10,Mounting Bracket - standard,Titanium Grade 5,3-Axis Milling,50,5,No,Sato-san,7615.25
Q-1270,2023-08-10,Actuator Linkage,Inconel 718,Surface Grinding,5,10,No,Tanaka-san,1347.94
Q-1271,2024-02-25,Turbine Blade Housing - thin walls,Aluminum 7075,5-Axis Milling,5,11,Yes,Suzuki-san,7261.41
Q-1272,2023-04-25,Mounting Bracket - standard,Aluminum 6061,3-Axis Milling,5,10,Yes,Sato-san,847.48
Q-1273,2023-04-12,Mounting Bracket - standard,Titanium Grade 5,5-Axis Milling,10,9,No,Sato-san,3611.2
Q-1274,2023-10-23,Manifold Block - complex internal channels,Aluminum 6061,Wire EDM,20,7,No,Suzuki-san,14080.01
Q-1275,2023-09-09,Fuel Injector Nozzle - high precision,Stainless Steel 17-4 PH,CNC Turning,5,5,No,Sato-san,2091.4
Q-1276,2023-09-16,Structural Rib - aerospace grade,Aluminum 6061,Surface Grinding,100,5,No,Sato-san,5783.13
Q-1277,2023-12-14,Turbine Blade Housing - thin walls,Aluminum 7075,CNC Turning,1,8,No,Tanaka-san,594.86
Q-1278,2023-07-25,Actuator Linkage,Titanium Grade 5,5-Axis Milling,5,11,Yes,Sato-san,3274.78
Q-1279,2023-07-19,Turbine Blade Housing - thin walls,Titanium Grade 5,Surface Grinding,20,6,Yes,Tanaka-san,11762.96
Q-1280,2023-07-23,Sensor Housing - threaded,Aluminum 7075,CNC Turning,50,5,No,Suzuki-san,5004.09
Q-1281,2023-08-25,Electronic Chassis - EMI shielded,Titanium Grade 5,CNC Turning,100,7,No,Sato-san,12582.69
Q-1282,2023-02-18,Turbine Blade Housing - thin walls,Titanium Grade 5,3-Axis Milling,20,12,No,Sato-san,10824.26
Q-1283,2023-10-18,Mounting Bracket - standard,Stainless Steel 17-4 PH,Surface Grinding,50,2,No,Sato-san,3682.11
Q-1284,2023-03-21,Fuel Injector Nozzle - high precision,Titanium Grade 5,3-Axis Milling,20,8,Yes,Suzuki-san,14748.16
Q-1285,2023-08-28,Landing Gear Pin - hardened,Titanium Grade 5,3-Axis Milling,20,5,No,Sato-san,4065.04
Q-1286,2024-01-14,Actuator Linkage,Aluminum 6061,Surface Grinding,1,12,No,Suzuki-san,120.22
Q-1287,2024-01-10,Mounting Bracket - standard,Aluminum 6061,CNC Turning,20,4,No,Sato-san,1618.62
Q-1288,2023-01-26,Manifold Block - complex internal channels,Aluminum 6061,Surface Grinding,1,12,No,Sato-san,257.94
Q-1289,2024-03-12,Turbine Blade Housing - thin walls,Stainless Steel 17-4 PH,5-Axis Milling,5,7,Yes,Sato-san,6989.89
Q-1290,2024-01-05,Fuel Injector Nozzle - high precision,Stainless Steel 17-4 PH,Wire EDM,1,7,No,Sato-san,1149.45
Q-1291,2024-01-10,Heat Sink - high fin density,Aluminum 6061,Wire EDM,10,12,Yes,Suzuki-san,3497.57
Q-1292,2023-03-23,Fuel Injector Nozzle - high precision,Aluminum 7075,5-Axis Milling,20,12,No,Suzuki-san,18888.91
Q-1293,2023-01-10,Electronic Chassis - EMI shielded,Stainless Steel 17-4 PH,Surface Grinding,20,7,No,Suzuki-san,2452.05
Q-1294,2023-12-07,Mounting Bracket - standard,Aluminum 6061,Surface Grinding,10,2,No,Tanaka-san,831.45
Q-1295,2023-10-02,Structural Rib - aerospace grade,Titanium Grade 5,5-Axis Milling,1,6,No,Tanaka-san,743.09
Q-1296,2023-11-03,Electronic Chassis - EMI shielded,Aluminum 7075,Wire EDM,1,8,No,Tanaka-san,531.12
Q-1297,2023-04-07,Electronic Chassis - EMI shielded,Aluminum 7075,Surface Grinding,1,6,No,Tanaka-san,160.07
Q-1298,2023-12-24,Manifold Block - complex internal channels,Aluminum 7075,CNC Turning,10,9,No,Suzuki-san,3362.62
Q-1299,2023-10-20,Electronic Chassis - EMI shielded,Inconel 718,CNC Turning,5,7,No,Tanaka-san,1676.65
Q-1300,2023-08-28,Manifold Block - complex internal channels,Titanium Grade 5,5-Axis Milling,1,12,No,Tanaka-san,1742.05
Q-1301,2023-01-14,Electronic Chassis - EMI shielded,Titanium Grade 5,Wire EDM,50,7,No,Tanaka-san,16308.0
Q-1302,2023-05-05,Mounting Bracket - standard,Titanium Grade 5,3-Axis Milling,10,11,No,Sato-san,1798.51
Q-1303,2023-04-20,Actuator Linkage,Aluminum 6061,5-Axis Milling,1,8,No,Sato-san,436.19
Q-1304,2023-08-05,Heat Sink - high fin density,Titanium Grade 5,5-Axis Milling,5,4,No,Suzuki-san,2347.54
Q-1305,2023-11-18,Mounting Bracket - standard,Titanium Grade 5,CNC Turning,1,6,No,Suzuki-san,247.34
Q-1306,2023-03-25,Fuel Injector Nozzle - high precision,Stainless Steel 17-4 PH,Surface Grinding,1,7,No,Tanaka-san,488.46
Q-1307,2024-03-12,Heat Sink - high fin density,Aluminum 6061,3-Axis Milling,1,7,No,Tanaka-san,247.65
Q-1308,2023-12-19,Mounting Bracket - standard,Aluminum 7075,CNC Turning,5,7,No,Sato-san,549.82
Q-1309,2023-09-21,Manifold Block - complex internal channels,Aluminum 6061,5-Axis Milling,10,9,No,Suzuki-san,10026.13
Q-1310,2023-05-09,Heat Sink - high fin density,Inconel 718,3-Axis Milling,5,6,No,Sato-san,1550.92
Q-1311,2024-01-05,Electronic Chassis - EMI shielded,Aluminum 6061,5-Axis Milling,1,6,No,Sato-san,428.18
Q-1312,2023-05-31,Turbine Blade Housing - thin walls,Stainless Steel 17-4 PH,5-Axis Milling,20,6,No,Tanaka-san,22459.64
Q-1313,2023-11-28,Actuator Linkage,Aluminum 6061,3-Axis Milling,1,4,No,Tanaka-san,243.52
Q-1314,2023-09-18,Manifold Block - complex internal channels,Stainless Steel 17-4 PH,Wire EDM,1,7,No,Sato-san,1008.65
Q-1315,2024-01-19,Landing Gear Pin - hardened,Aluminum 7075,Wire EDM,10,12,No,Suzuki-san,2992.06
Q-1316,2023-06-29,Landing Gear Pin - hardened,,Wire EDM,50,11,No,Sato-san,11000.31
Q-1317,2023-08-26,Manifold Block - complex internal channels,Inconel 718,3-Axis Milling,5,12,No,Sato-san,3558.06
Q-1318,2023-08-16,Structural Rib - aerospace grade,Aluminum 6061,Wire EDM,20,6,No,Tanaka-san,6671.4
Q-1319,2023-01-09,Actuator Linkage,Inconel 718,5-Axis Milling,5,7,No,Sato-san,2717.75
Q-1320,2023-03-29,Sensor Housing - threaded,Inconel 718,3-Axis Milling,20,6,No,Tanaka-san,6109.98
Q-1321,2024-02-29,Manifold Block - complex internal channels,Titanium Grade 5,5-Axis Milling,5,3,No,Tanaka-san,7378.5
Q-1322,2023-01-31,Electronic Chassis - EMI shielded,Inconel 718,Wire EDM,1,3,No,Sato-san,551.17
Q-1323,2023-01-19,Fuel Injector Nozzle - high precision,Titanium Grade 5,Wire EDM,20,10,No,Suzuki-san,18456.13
Q-1324,2024-03-05,Actuator Linkage,Aluminum 7075,5-Axis Milling,100,5,No,Tanaka-san,32042.29
Q-1325,2023-10-18,Landing Gear Pin - hardened,Aluminum 7075,5-Axis Milling,10,9,No,Sato-san,3388.24
Q-1326,2023-02-22,Structural Rib - aerospace grade,Aluminum 7075,Surface Grinding,20,10,No,Tanaka-san,1986.25
Q-1327,2023-02-08,Structural Rib - aerospace grade,Titanium Grade 5,Surface Grinding,1,8,No,Sato-san,240.48
Q-1328,2024-01-25,Fuel Injector Nozzle - high precision,Inconel 718,3-Axis Milling,20,3,No,Sato-san,12430.28
Q-1329,2023-02-26,Actuator Linkage,Aluminum 6061,5-Axis Milling,5,4,No,Sato-san,1762.33
Q-1330,2024-01-24,Landing Gear Pin - hardened,Inconel 718,5-Axis Milling,10,2,No,Sato-san,4405.72
Q-1331,2023-03-15,Electronic Chassis - EMI shielded,Aluminum 6061,CNC Turning,50,10,Yes,Tanaka-san,7671.03
Q-1332,2024-01-30,Actuator Linkage,Aluminum 7075,5-Axis Milling,5,4,No,Tanaka-san,2524.75
Q-1333,2023-05-01,Sensor Housing - threaded,,5-Axis Milling,100,9,No,Tanaka-san,28557.74
Q-1334,2023-03-11,Actuator Linkage,Inconel 718,Wire EDM,100,11,No,Sato-san,26776.87
Q-1335,2023-03-11,Sensor Housing - threaded,Stainless Steel 17-4 PH,5-Axis Milling,5,12,No,Suzuki-san,2101.54
Q-1336,2023-05-23,Manifold Block - complex internal channels,Inconel 718,5-Axis Milling,50,10,No,Tanaka-san,51501.34
Q-1337,2023-01-25,Electronic Chassis - EMI shielded,Aluminum 7075,Surface Grinding,50,10,No,Tanaka-san,4862.32
Q-1338,2023-03-02,Turbine Blade Housing - thin walls,Stainless Steel 17-4 PH,3-Axis Milling,100,4,No,Suzuki-san,33741.3
Q-1339,2023-01-28,Structural Rib - aerospace grade,Aluminum 6061,3-Axis Milling,5,4,No,Tanaka-san,1079.16
Q-1340,2023-09-26,Mounting Bracket - standard,Aluminum 6061,CNC Turning,20,12,No,Sato-san,1581.97
Q-1341,2023-03-08,Electronic Chassis - EMI shielded,Titanium Grade 5,3-Axis Milling,10,7,No,Suzuki-san,2350.18
Q-1342,2023-04-29,Mounting Bracket - standard,Inconel 718,5-Axis Milling,10,4,No,Tanaka-san,4886.35
Q-1343,2023-09-09,Fuel Injector Nozzle - high precision,Aluminum 7075,Wire EDM,20,8,Yes,Tanaka-san,21471.83
Q-1344,2023-09-21,Fuel Injector Nozzle - high precision,Inconel 718,5-Axis Milling,20,2,No,Sato-san,21637.31
Q-1345,2023-10-03,Mounting Bracket - standard,Aluminum 7075,Wire EDM,10,9,No,Sato-san,2090.53
Q-1346,2023-02-26,Landing Gear Pin - hardened,Stainless Steel 17-4 PH,Surface Grinding,1,9,No,Suzuki-san,187.5
Q-1347,2023-12-22,Actuator Linkage,Aluminum 6061,3-Axis Milling,100,7,No,Sato-san,10471.27
Q-1348,2023-03-05,Turbine Blade Housing - thin walls,Stainless Steel 17-4 PH,5-Axis Milling,1,3,No,Tanaka-san,1642.74
Q-1349,2023-10-24,Mounting Bracket - standard,Aluminum 7075,3-Axis Milling,50,7,No,Sato-san,4793.64
Q-1350,2023-08-01,Electronic Chassis - EMI shielded,Titanium Grade 5,5-Axis Milling,20,4,No,Tanaka-san,10036.66
Q-1351,2023-01-31,Manifold Block - complex internal channels,Titanium Grade 5,CNC Turning,1,5,Yes,Suzuki-san,1051.25
Q-1352,2024-03-23,Landing Gear Pin - hardened,Titanium Grade 5,3-Axis Milling,100,5,No,Suzuki-san,16111.55
Q-1353,2023-11-30,Mounting Bracket - standard,Stainless Steel 17-4 PH,CNC Turning,100,3,No,Tanaka-san,10947.29
Q-1354,2023-10-11,Actuator Linkage,Aluminum 7075,5-Axis Milling,1,5,Yes,Sato-san,656.43
Q-1355,2023-09-08,Landing Gear Pin - hardened,Inconel 718,5-Axis Milling,5,3,Yes,Tanaka-san,3709.72
Q-1356,2023-04-17,Turbine Blade Housing - thin walls,,Surface Grinding,1,9,No,Tanaka-san,552.99
Q-1357,2024-02-10,Sensor Housing - threaded,Titanium Grade 5,5-Axis Milling,10,3,No,Sato-san,4182.08
Q-1358,2023-12-29,Structural Rib - aerospace grade,Inconel 718,CNC Turning,20,6,No,Suzuki-san,4365.1
Q-1359,2023-12-10,Heat Sink - high fin density,Aluminum 6061,Surface Grinding,10,5,No,Sato-san,713.43
Q-1360,2023-09-27,Turbine Blade Housing - thin walls,Aluminum 7075,CNC Turning,10,3,No,Suzuki-san,3043.27
Q-1361,2023-12-09,Sensor Housing - threaded,Aluminum 7075,5-Axis Milling,100,5,Yes,Sato-san,31649.72
Q-1362,2024-03-19,Actuator Linkage,,3-Axis Milling,20,4,No,Tanaka-san,4289.98
Q-1363,2023-08-01,Turbine Blade Housing - thin walls,Inconel 718,CNC Turning,20,11,No,Tanaka-san,13127.43
Q-1364,2023-10-03,Electronic Chassis - EMI shielded,Aluminum 7075,Surface Grinding,5,12,No,Sato-san,534.64
Q-1365,2023-02-19,Heat Sink - high fin density,Stainless Steel 17-4 PH,5-Axis Milling,20,6,No,Sato-san,6596.15
Q-1366,2024-01-12,Sensor Housing - threaded,Inconel 718,Wire EDM,100,2,No,Suzuki-san,31476.23
Q-1367,2024-03-14,Manifold Block - complex internal channels,Inconel 718,3-Axis Milling,20,6,No,Tanaka-san,13256.41
Q-1368,2023-10-18,Mounting Bracket - standard,Titanium Grade 5,CNC Turning,100,5,No,Sato-san,11446.6
Q-1369,2023-12-30,Electronic Chassis - EMI shielded,Stainless Steel 17-4 PH,Wire EDM,20,4,No,Suzuki-san,6281.3
Q-1370,2023-06-17,Structural Rib - aerospace grade,Titanium Grade 5,5-Axis Milling,10,12,No,Suzuki-san,4447.62
Q-1371,2023-06-01,Fuel Injector Nozzle - high precision,Aluminum 7075,5-Axis Milling,1,7,No,Tanaka-san,1464.26
Q-1372,2023-04-28,Structural Rib - aerospace grade,Stainless Steel 17-4 PH,Wire EDM,10,7,No,Sato-san,3129.11
Q-1373,2023-11-08,Electronic Chassis - EMI shielded,Titanium Grade 5,5-Axis Milling,10,9,No,Suzuki-san,4848.94
Q-1374,2023-06-08,Landing Gear Pin - hardened,Titanium Grade 5,CNC Turning,20,6,No,Tanaka-san,4192.74
Q-1375,2023-03-27,Mounting Bracket - standard,Aluminum 7075,CNC Turning,10,6,No,Suzuki-san,1042.09
Q-1376,2023-02-11,Mounting Bracket - standard,Stainless Steel 17-4 PH,CNC Turning,20,11,No,Suzuki-san,2232.44
Q-1377,2023-06-26,Structural Rib - aerospace grade,Titanium Grade 5,Wire EDM,5,11,No,Tanaka-san,2613.63
Q-1378,2023-05-02,Fuel Injector Nozzle - high precision,Stainless Steel 17-4 PH,3-Axis Milling,5,10,No,Suzuki-san,2527.94
Q-1379,2024-01-25,Heat Sink - high fin density,Inconel 718,5-Axis Milling,100,5,Yes,Suzuki-san,45809.56
Q-1380,2024-01-03,Actuator Linkage,Aluminum 7075,CNC Turning,5,9,No,Suzuki-san,781.99
Q-1381,2023-01-15,Fuel Injector Nozzle - high precision,Aluminum 7075,CNC Turning,10,5,No,Suzuki-san,3057.77
Q-1382,2024-01-02,Mounting Bracket - standard,Titanium Grade 5,Surface Grinding,10,5,No,Sato-san,1343.26
Q-1383,2023-08-28,Actuator Linkage,Aluminum 6061,CNC Turning,10,4,No,Sato-san,1070.5
Q-1384,2023-05-30,Manifold Block - complex internal channels,Aluminum 7075,,100,10,No,Tanaka-san,59590.37
Q-1385,2023-03-02,Actuator Linkage,Inconel 718,3-Axis Milling,50,12,No,Tanaka-san,12029.69
Q-1386,2024-01-23,Electronic Chassis - EMI shielded,Titanium Grade 5,5-Axis Milling,100,12,No,Sato-san,27498.23
Q-1387,2023-06-27,Actuator Linkage,Stainless Steel 17-4 PH,5-Axis Milling,50,12,No,Sato-san,15927.04
Q-1388,2023-07-12,Actuator Linkage,Titanium Grade 5,5-Axis Milling,50,5,No,Tanaka-san,20713.51
Q-1389,2024-03-08,Sensor Housing - threaded,Inconel 718,5-Axis Milling,50,7,No,Tanaka-san,21782.82
Q-1390,2023-03-26,Sensor Housing - threaded,Titanium Grade 5,5-Axis Milling,20,10,No,Tanaka-san,10041.77
Q-1391,2023-12-26,Sensor Housing - threaded,Inconel 718,CNC Turning,100,8,No,Sato-san,14925.17
Q-1392,2023-08-07,Actuator Linkage,,,10,10,No,Suzuki-san,1236.54
Q-1393,2024-02-11,Sensor Housing - threaded,Stainless Steel 17-4 PH,5-Axis Milling,10,6,No,Sato-san,3428.04
Q-1394,2023-02-04,Manifold Block - complex internal channels,Titanium Grade 5,3-Axis Milling,100,7,No,Suzuki-san,47062.66
Q-1395,2023-12-08,Electronic Chassis - EMI shielded,Aluminum 7075,Wire EDM,20,12,No,Suzuki-san,5390.09
Q-1396,2023-08-19,Heat Sink - high fin density,Stainless Steel 17-4 PH,Wire EDM,50,5,No,Tanaka-san,16832.45
Q-1397,2023-04-15,Heat Sink - high fin density,Aluminum 6061,Surface Grinding,10,10,No,Sato-san,726.23
Q-1398,2023-07-05,Landing Gear Pin - hardened,Stainless Steel 17-4 PH,5-Axis Milling,10,11,No,Tanaka-san,5116.6
Q-1399,2023-03-16,Structural Rib - aerospace grade,Aluminum 6061,3-Axis Milling,1,7,No,Sato-san,180.06
Q-1400,2023-12-03,Sensor Housing - threaded,Aluminum 7075,,50,11,No,Suzuki-san,12462.28
Q-1401,2024-02-02,Actuator Linkage,Inconel 718,CNC Turning,5,6,Yes,Suzuki-san,1699.6
Q-1402,2023-05-11,Turbine Blade Housing - thin walls,Aluminum 7075,Surface Grinding,10,7,No,Tanaka-san,3042.22
Q-1403,2023-11-16,Fuel Injector Nozzle - high precision,Aluminum 7075,3-Axis Milling,20,9,No,Tanaka-san,8287.43
Q-1404,2023-10-22,Manifold Block - complex internal channels,Aluminum 6061,3-Axis Milling,1,9,No,Suzuki-san,513.31
Q-1405,2023-12-14,Actuator Linkage,Stainless Steel 17-4 PH,Wire EDM,100,9,No,Sato-san,22650.75
Q-1406,2023-05-07,Sensor Housing - threaded,Aluminum 7075,5-Axis Milling,50,9,No,Suzuki-san,16054.48
Q-1407,2023-10-04,Electronic Chassis - EMI shielded,Aluminum 6061,CNC Turning,100,4,No,Suzuki-san,8719.51
Q-1408,2024-02-27,Landing Gear Pin - hardened,Stainless Steel 17-4 PH,Wire EDM,100,5,No,Tanaka-san,29214.89
Q-1409,2023-03-16,Landing Gear Pin - hardened,Titanium Grade 5,CNC Turning,100,12,No,Suzuki-san,14754.77
Q-1410,2023-08-22,Actuator Linkage,Aluminum 7075,Surface Grinding,50,4,Yes,Tanaka-san,6339.15
Q-1411,2023-02-04,Electronic Chassis - EMI shielded,Titanium Grade 5,5-Axis Milling,20,8,No,Tanaka-san,9073.53
Q-1412,2023-12-27,Turbine Blade Housing - thin walls,Inconel 718,Wire EDM,5,2,No,Sato-san,5117.03
Q-1413,2023-12-01,Fuel Injector Nozzle - high precision,Aluminum 7075,3-Axis Milling,50,11,No,Suzuki-san,18100.9
Q-1414,2024-03-24,Heat Sink - high fin density,Stainless Steel 17-4 PH,5-Axis Milling,10,11,No,Sato-san,3624.36
Q-1415,2023-05-17,Electronic Chassis - EMI shielded,Stainless Steel 17-4 PH,3-Axis Milling,20,4,No,Tanaka-san,3764.51
Q-1416,2023-05-12,Mounting Bracket - standard,Stainless Steel 17-4 PH,5-Axis Milling,100,2,No,Sato-san,19175.86
Q-1417,2023-07-12,Heat Sink - high fin density,Titanium Grade 5,CNC Turning,5,11,No,Suzuki-san,1095.18
Q-1418,2024-01-28,Electronic Chassis - EMI shielded,Inconel 718,3-Axis Milling,20,8,No,Suzuki-san,4784.04
Q-1419,2023-05-17,Landing Gear Pin - hardened,Titanium Grade 5,Surface Grinding,50,10,No,Tanaka-san,7579.83
Q-1420,2023-10-31,Manifold Block - complex internal channels,Aluminum 6061,,20,5,No,Sato-san,4989.24
Q-1421,2023-07-19,Structural Rib - aerospace grade,Aluminum 7075,5-Axis Milling,20,5,Yes,Tanaka-san,10104.48
Q-1422,2023-12-11,Manifold Block - complex internal channels,Stainless Steel 17-4 PH,5-Axis Milling,100,11,No,Tanaka-san,89149.91
Q-1423,2023-03-29,Sensor Housing - threaded,Aluminum 6061,5-Axis Milling,100,7,No,Sato-san,22880.14
Q-1424,2023-08-18,Sensor Housing - threaded,Inconel 718,CNC Turning,10,11,No,Sato-san,2359.85
Q-1425,2023-11-13,Structural Rib - aerospace grade,Aluminum 6061,Wire EDM,5,8,Yes,Suzuki-san,2128.85
Q-1426,2023-09-02,Mounting Bracket - standard,Aluminum 6061,3-Axis Milling,100,5,No,Sato-san,8048.21
Q-1427,2023-12-24,Turbine Blade Housing - thin walls,Stainless Steel 17-4 PH,Wire EDM,20,2,No,Suzuki-san,16537.56
Q-1428,2023-01-15,Heat Sink - high fin density,Aluminum 7075,Wire EDM,20,4,No,Sato-san,5057.7
Q-1429,2023-06-19,Mounting Bracket - standard,Stainless Steel 17-4 PH,5-Axis Milling,10,4,No,Tanaka-san,3825.4
Q-1430,2023-08-06,Manifold Block - complex internal channels,Aluminum 6061,Wire EDM,10,9,No,Sato-san,6228.15
Q-1431,2023-03-18,Actuator Linkage,Inconel 718,3-Axis Milling,5,4,No,Tanaka-san,1862.89
Q-1432,2023-11-12,Mounting Bracket - standard,Aluminum 7075,Wire EDM,1,3,No,Suzuki-san,376.97
Q-1433,2024-02-11,Fuel Injector Nozzle - high precision,Aluminum 6061,Wire EDM,1,6,No,Suzuki-san,1105.36
Q-1434,2023-03-27,Electronic Chassis - EMI shielded,Inconel 718,5-Axis Milling,20,8,No,Sato-san,7755.1
Q-1435,2023-03-21,Heat Sink - high fin density,Titanium Grade 5,3-Axis Milling,50,8,No,Tanaka-san,11527.12
Q-1436,2023-05-24,Heat Sink - high fin density,Inconel 718,Surface Grinding,100,8,No,Suzuki-san,15852.36
Q-1437,2024-01-29,Turbine Blade Housing - thin walls,Inconel 718,Surface Grinding,1,9,No,Sato-san,682.39
Q-1438,2023-09-16,Mounting Bracket - standard,Aluminum 6061,Surface Grinding,20,8,No,Sato-san,1021.17
Q-1439,2024-02-04,Actuator Linkage,Aluminum 7075,CNC Turning,1,2,No,Sato-san,178.6
Q-1440,2023-01-21,Sensor Housing - threaded,Titanium Grade 5,CNC Turning,10,12,No,Suzuki-san,2023.66
Q-1441,2023-08-09,Actuator Linkage,Titanium Grade 5,3-Axis Milling,1,3,No,Suzuki-san,360.87
Q-1442,2023-04-22,Fuel Injector Nozzle - high precision,Aluminum 7075,Surface Grinding,20,11,No,Tanaka-san,4826.46
